model flag error
1 0 3.49377992959945
2 0 3.45002199908
3 0 3.45087146759687
4 0 3.49838179239874
5 0 3.47107818183979
6 0 3.53413859865193
7 0 3.44763987229881
8 0 3.51665283470958
9 0 3.58983358327038
10 0 3.49684445781683
11 0 3.57589253095253
12 0 3.44539647343121
13 0 3.51557881908836
14 0 3.54964434106538
15 0 3.2645501344256
16 0 3.45586109743147
17 0 3.5544154680727
18 0 3.54248011442876
19 0 3.51079655047698
20 0 3.46896369398632
21 1 3.38245431203916
22 1 3.2594838973207
23 1 3.4910359950615
24 1 3.43865247416776
25 1 3.48875154933616
26 1 3.51050855172514
27 1 3.44940235841007
28 1 3.47158198163301
29 1 3.48561563956127
30 1 3.44150293426882
31 1 3.43659181241199
32 1 3.40624610294477
33 1 3.34669870752689
34 1 3.43709538357619
