model flag error
1 0 0.95866623610843
2 0 0.957864045255828
3 0 0.954859354823312
4 0 0.96083336432467
5 0 0.95794939218699
6 0 0.955690219240738
7 0 0.959617033565258
8 0 0.957384275662547
9 0 0.958551525150538
10 0 0.956597780782608
11 0 0.960049341629276
12 0 0.955988865893828
13 0 0.956810381318857
14 0 0.956753205909695
15 0 0.958921628801805
16 0 0.955165286968808
17 0 0.953404222058277
18 0 0.956288091516703
19 0 0.959495096924301
20 0 0.959038758826206
21 1 0.962472953888718
22 1 0.960026538665094
23 1 0.9568578779214
24 1 0.958426691120076
25 1 0.95969568269757
26 1 0.958574105727687
27 1 0.959887151097365
28 1 0.956478861238934
29 1 0.95694844015367
30 1 0.958139957566944
31 1 0.957572966380614
32 1 0.961784536917123
33 1 0.959610881187264
34 1 0.958950651241841
35 1 0.962580301919128
36 1 0.960690654162476
37 1 0.963066241427043
38 1 0.963090236895958
39 1 0.962843109133671
40 1 0.961607776327537
