model flag error
1 1 1.16158471888591
2 1 1.1631903359421
3 1 1.1753957620684
4 1 1.17071452073406
5 1 1.16523427872867
6 1 1.17456593836115
7 1 1.13621565593816
8 1 1.157907864917
9 1 1.14567011714499
10 1 1.14457612551946
11 1 1.18250660433978
12 1 1.16561397137887
13 1 1.17936137860353
14 1 1.15503110275036
15 1 1.17958343127466
16 1 1.15764295162715
17 1 1.16979586730892
18 1 1.16222523419017
19 1 1.16366745724675
20 1 1.19161944339803
21 0 1.16899176659728
22 0 1.15271187414937
23 0 1.14283041079345
24 0 1.17864920922042
25 0 1.18256449721474
26 0 1.21289524090667
27 0 1.19947688263765
28 0 1.17946663170323
29 0 1.20640745311507
30 0 1.13782488658272
