model flag error
1 0 1.57684740145566
2 0 1.65904719019722
3 0 1.64722327286243
4 0 1.50386760074174
5 0 1.57267065657373
6 0 1.58184339219668
7 0 1.59458566800587
8 0 1.66980286170644
9 0 1.51071115553215
10 0 1.51285140234634
11 0 1.6016435735703
12 0 1.52347431569724
13 0 1.52757854222676
14 0 1.51971861821947
15 0 1.59585859658673
16 0 1.60338620121771
17 0 1.59209337688632
18 0 1.55524116785617
19 0 1.47930607151213
20 0 1.48298810705145
21 1 1.58226247925803
22 1 1.55525050422958
23 1 1.52424326711898
24 1 1.54562793393925
25 1 1.60662410720884
26 1 1.48302220797116
27 1 1.50993766022569
28 1 1.5105291094357
29 1 1.51835144629037
30 1 1.58042267554161
31 1 0
32 1 1.588153560852
33 1 1.63056264858471
34 1 1.66013662568639
35 1 1.59353989661944
36 1 1.59141303654457
37 1 1.68353898096602
38 1 1.58973831362269
39 1 1.54089286588917
40 1 1.65977381029921
