model flag error
1 0 1.2572159485874
2 0 1.33773272758283
3 0 1.34868955574075
4 0 1.33361986672573
5 0 1.22906639772663
6 0 1.30747237942802
7 0 1.29511122641416
8 0 1.28122285241789
9 0 1.43598265535569
10 0 1.42023400945843
11 1 1.13094594936088
12 1 1.17756979179062
13 1 1.15700860262733
14 1 1.16320739186862
15 1 1.24346733962438
