model flag error
1 0 1.24380286047577
2 0 1.28541005288104
3 0 1.28179870585162
4 0 1.24094998842185
5 0 1.27808499518547
6 0 1.26191306346142
7 0 1.25628396247913
8 0 1.27457312064928
9 0 1.26665318700184
10 0 1.24748032482656
11 0 1.25248502062392
12 0 1.2796918579434
13 0 1.247256828297
14 0 1.2744219548631
15 0 1.29190437095219
16 0 1.25948425118457
17 0 1.26367983033769
18 0 1.25891404908019
19 0 1.24869021968416
20 0 1.27065669134647
21 1 1.26979510937764
22 1 1.26754374924385
23 1 1.25754626041345
24 1 1.26802289872588
25 1 1.25293593213278
26 1 1.25321782446944
27 1 1.26326204417906
28 1 1.24910704046206
29 1 1.25131711531475
30 1 1.2607768078515
31 1 1.28384565763194
32 1 1.25835052861111
33 1 1.24705064375907
34 1 1.25843952262663
35 1 1.2545352938324
36 1 1.26244151138683
37 1 1.25664826655498
38 1 1.26685873185133
39 1 1.23943974384041
40 1 1.25682650651239
