model flag error
1 0 2.43570602048913
2 0 2.43939734795091
3 0 2.41349254311536
4 0 2.44001036600531
5 0 2.45445041302947
6 0 2.45993999770752
7 0 2.45191457502479
8 0 2.42737961863528
9 0 2.47563008649906
10 0 2.41843524675848
11 0 2.46023418580025
12 0 2.44650649789946
13 0 2.4580180679119
14 0 2.47816242752527
15 0 2.40947561633907
16 0 2.41318724821779
17 0 2.4754187791256
18 0 2.44095608515471
19 0 2.45527834036268
20 0 2.47197000242165
21 1 2.4132578200495
22 1 2.37381090823203
23 1 2.39658129489175
24 1 2.38192124953023
25 1 2.43088848969149
26 1 2.37614465563618
27 1 2.39552994098046
28 1 2.42727573713882
29 1 2.37000314330319
30 1 2.38804616930408
31 1 2.40107628983943
32 1 2.41800204472338
33 1 2.35263920583537
34 1 2.39558762686273
