model flag error
1 0 0.842647660732299
2 0 0.83521745945214
3 0 0.834488619979011
4 0 0.832104262081514
5 0 0.830652886627026
6 0 0.841838130605417
7 0 0.836158262371717
8 0 0.831884827178145
9 0 0.839551086242716
10 0 0.838631301796011
11 0 0.824414600714166
12 0 0.834393030442867
13 0 0.833985607375452
14 0 0.834725678993024
15 0 0.830948176236166
16 0 0.850308010879288
17 0 0.832399165642174
18 0 0.83249365716591
19 0 0.836251652681035
20 0 0.837578869455323
21 1 0.840586919048494
22 1 0.840929249142521
23 1 0.835795643459838
24 1 0.844908205966178
25 1 0.836408635717825
26 1 0.850321122841591
27 1 0.84188499586457
28 1 0.841886725963112
29 1 0.845078142262543
30 1 0.848562957821016
31 1 0.841878008651958
32 1 0.84750799473742
33 1 0.835871550923006
34 1 0.835153952045544
