model flag error
1 0 0.98594209902034
2 0 0.986721873215306
3 0 0.985546720555287
4 0 0.987073320739797
5 0 0.985360014057901
6 0 0.985777357993235
7 0 0.985766375258095
8 0 0.985557703290427
9 0 0.986634011334183
10 0 0.986018978166323
11 0 0.986018978166323
12 0 0.984997583798269
13 0 0.985777357993235
14 0 0.985675728366981
15 0 0.986161753723147
16 0 0.986139788252867
17 0 0.984920704652287
18 0 0.985898168079779
19 0 0.985999719943202
20 0 0.986425339366516
21 1 0.985909150814919
22 1 0.986304529279972
23 1 0.985458858674164
24 1 0.985568686025568
25 1 0.987249044502043
26 1 0.986710890480165
27 1 0.986798752361288
28 1 0.98675203936595
29 1 0.985777357993235
30 1 0.986952510653253
31 1 0.984569257127795
32 1 0.987007424328955
33 1 0.985788340728375
34 1 0.98685366603699
35 1 0.987194130826341
36 1 0.984679084479199
37 1 0.987578526556254
38 1 0.988116680578131
39 1 0.986403373896235
40 1 0.98715019988578
