model flag error
1 1 1.14142154736433
2 1 1.14140316161468
3 1 1.10455689419367
4 1 1.12395633192814
5 1 1.06458487130054
6 1 1.16685538232194
7 1 1.16643819624879
8 1 1.12831119897086
9 1 1.12259442491187
10 1 1.1322243706779
11 1 1.16241307063281
12 1 1.04947532469692
13 1 1.1849282092945
14 1 1.08499250278653
15 1 1.10074702055643
16 1 1.13472570869798
17 1 1.05801298427255
18 1 1.12245044503441
19 1 1.17243130781158
20 1 1.12328922973822
21 0 0.902570528372807
22 0 0.876920733175236
23 0 0.929197177954466
24 0 0.916757908917714
25 0 0.860465098289907
26 0 0.954880009775289
27 0 0.93398192661041
28 0 0.888450873674292
29 0 0.922376512334152
30 0 0.978035091608338
