model flag error
1 0 0.998602916739515
2 0 0.998444586650002
3 0 0.998370840603734
4 0 0.998580807359114
5 0 0.998659912091173
6 0 0.998388370572038
7 0 0.998571171733298
8 0 0.9983728503274
9 0 0.998434060626265
10 0 0.998441774086948
11 1 0.998829159638109
12 1 0.998859405161792
13 1 0.998864409064467
14 1 0.99889744889073
15 1 0.998832791331078
16 1 0.998826093551757
17 1 0.998889444629947
18 1 0.998855384813703
19 1 0.998796651454972
20 1 0.998823521510226
