model flag error
1 0 0.681867916540449
2 0 0.690372687474331
3 0 0.674700341470414
4 0 0.713979436889642
5 0 0.74886069413812
6 0 0.718015646686849
7 0 0.722658655738986
8 0 0.665147563684552
9 0 0.765547085898733
10 0 0.680484196607353
11 0 0.71073999532044
12 0 0.732494995768176
13 0 0.695809769322928
14 0 0.691385942762473
15 0 0.737559257495747
16 0 0.678190044953625
17 0 0.69208600032851
18 0 0.733187069207701
19 0 0.662744844992256
20 0 0.721182413409966
21 1 0.667673274865845
22 1 0.610475490284381
23 1 0.620564893984792
24 1 0.630989867643938
25 1 0.666364691835944
26 1 0.663975674946818
27 1 0.642074204009637
28 1 0.732312256038922
29 1 0.621067054695503
30 1 0.649000871151345
31 1 0.588216436486181
32 1 0.643995534463811
33 1 0.632187529368037
34 1 0.634581283669076
