model flag error
1 0 1.14001154303539
2 0 1.13413678878503
3 0 1.11681575713714
4 0 1.16245584973765
5 0 1.17415700607151
6 0 1.12612493965822
7 0 1.11659435969668
8 0 1.09664106326522
9 0 1.14717934200503
10 0 1.11571567818489
11 0 1.14198267309864
12 0 1.13588167996545
13 0 1.10128159454824
14 0 1.15850693688524
15 0 1.10548647616785
16 0 1.10535016925683
17 0 1.11448431807234
18 0 1.12325652239185
19 0 1.42329047967831
20 0 1.20925648489159
21 1 1.18891200443683
22 1 1.13522730947561
23 1 1.12764868872528
24 1 1.13359325715876
25 1 1.16953010268343
26 1 1.07190886059744
27 1 1.0750730650522
28 1 1.16725532486759
29 1 1.08691036595829
30 1 1.11320082824255
31 1 1.10058461413877
32 1 1.18188153045773
33 1 1.1373416898943
34 1 1.14427036131852
