model flag error
1 0 0.9511277831098
2 0 0.947808809478063
3 0 0.94647558923526
4 0 0.944562863640772
5 0 0.942742081030684
6 0 0.949758452365211
7 0 0.947545243463557
8 0 0.945353659124638
9 0 0.948968297892049
10 0 0.948584906678913
11 0 0.938933282602846
12 0 0.946490977072223
13 0 0.945424680771669
14 0 0.945691188164363
15 0 0.942225618143651
16 0 0.954102432689755
17 0 0.944999530828284
18 0 0.943224439713493
19 0 0.946957718478186
20 0 0.946285534719478
21 1 0.95124443567339
22 1 0.947519302909126
23 1 0.948230776668525
24 1 0.950666085063082
25 1 0.946818475694487
26 1 0.952720333705261
27 1 0.952620537923043
28 1 0.9483951277716
29 1 0.951295234171358
30 1 0.952848318759068
31 1 0.952208977736005
32 1 0.953164287655656
33 1 0.947591037701539
34 1 0.947477528034063
