model flag error
1 1 1.33157749623492
2 1 1.34601157467096
3 1 1.33142327175971
4 1 1.34035447341561
5 1 1.35491270184482
6 1 1.36964628229821
7 1 1.34500303765853
8 1 1.34483797023795
9 1 1.32503951838023
10 1 1.32807430055727
11 1 1.34978530087113
12 1 1.3301686976006
13 1 1.34112567337253
14 1 1.3401550276277
15 1 1.34317401623296
16 1 1.33168807105798
17 1 1.3651167124912
18 1 1.34563241045512
19 1 1.35732896213383
20 1 1.37566660566816
21 0 1.31978778530813
22 0 1.31929745250524
23 0 1.2949528364194
24 0 1.3247276404791
25 0 1.33146060632968
26 0 1.34822422509336
27 0 1.32645785082859
28 0 1.33062810205556
29 0 1.37444995758562
30 0 1.39933066153981
