model flag error
1 0 1.71939353634933
2 0 1.69025908181357
3 0 1.67430376555267
4 0 1.67734856532773
5 0 1.69796248210802
6 0 1.77177866192649
7 0 1.76207996062591
8 0 1.77033533430888
9 0 1.55934445698029
10 0 1.71060162275248
11 0 1.68274693259207
12 0 1.72641594961299
13 0 1.67318384805701
14 0 1.7190269112069
15 0 1.73524639337304
16 0 1.73351046537618
17 0 1.62979068235464
18 0 1.77668628578056
19 0 1.80882866527624
20 0 1.70710623730062
21 1 1.44018258786058
22 1 1.43919361635042
23 1 1.44462337724879
24 1 1.43721353772627
25 1 1.55780291386619
26 1 1.57059016509159
27 1 1.42126912828505
28 1 1.55392677025511
29 1 1.52882488747367
30 1 1.52802709956828
31 1 1.47807573139567
32 1 1.44427506086109
33 1 1.49296199852446
34 1 1.48237332632249
35 1 1.52717381798959
36 1 1.44944870920926
37 1 1.40561495671621
38 1 1.51213844304261
39 1 1.45100056999584
40 1 1.52726343470375
