model flag error
1 0 0.867354807081908
2 0 0.867568859229642
3 0 0.863854636329062
4 0 0.854198375641906
5 0 0.859309916012537
6 0 0.866524309665962
7 0 0.865529385316388
8 0 0.872084180293975
9 0 0.870435004713102
10 0 0.868425067820579
11 0 0.862368228314478
12 0 0.86760652742419
13 0 0.871950949748417
14 0 0.867921627136014
15 0 0.864560172141805
16 0 0.868902797330153
17 0 0.863145068017769
18 0 0.863840882173626
19 0 0.869646001337444
20 0 0.859535925179828
21 1 0.860645651248927
22 1 0.853833650715978
23 1 0.869885764660171
24 1 0.86233056011993
25 1 0.86539066955775
26 1 0.866611603074616
27 1 0.862633702812197
28 1 0.862042968718978
29 1 0.86565434691959
30 1 0.862772418570834
31 1 0.866837612241906
32 1 0.855758322909707
33 1 0.862685125162181
34 1 0.860746698813016
