model flag error
1 1 1.0571132492436
2 1 1.05565109930258
3 1 1.03276598140632
4 1 1.04400627197496
5 1 1.04828061771732
6 1 1.0816413987917
7 1 1.07472652798508
8 1 1.0565642068371
9 1 1.0381773412708
10 1 1.05890813916222
11 1 1.04889025826274
12 1 1.05895841377283
13 1 1.05482037177603
14 1 1.06202632756169
15 1 1.04069350374931
16 1 1.04590083968471
17 1 1.07345198262098
18 1 1.05506209052614
19 1 1.06967094412866
20 1 1.06000248113285
21 0 1.03811109616959
22 0 1.0218168819828
23 0 1.02128249059884
24 0 1.03104750323528
25 0 1.02960960837158
26 0 1.0189304494073
27 0 1.02861958088382
28 0 1.02561317827389
29 0 1.05429990378736
30 0 1.08695520069841
