model flag error
1 0 3.29076587873072
2 0 3.3097331083301
3 0 3.32664664155997
4 0 3.28327299929005
5 0 3.30561518588411
6 0 3.3140872004351
7 0 3.29788121066899
8 0 3.35799569186364
9 0 3.33398509983889
10 0 3.29067131546232
11 0 3.30736318362029
12 0 3.33587048388668
13 0 3.29595221718951
14 0 3.33360833958452
15 0 3.34631893794755
16 0 3.28110270266699
17 0 3.30714235966978
18 0 3.33061464894667
19 0 3.28495024195879
20 0 3.33929373889243
21 1 3.30284464289328
22 1 3.31461916394795
23 1 3.3130896111133
24 1 3.30808702652432
25 1 3.2786710686774
26 1 3.31700272864432
27 1 3.3087626406103
28 1 3.29737141370959
29 1 3.26459678234085
30 1 3.26847489051085
31 1 3.32907526568377
32 1 3.29923058967561
33 1 3.25335446599245
34 1 3.29412362451374
35 1 3.25548448970991
36 1 3.29664222498049
37 1 3.26953747276872
38 1 3.30726528146673
39 1 3.26038294930095
40 1 3.28479149373177
