model flag error
1 0 2.02429901509601
2 0 1.74931075106453
3 0 2.08848471321194
4 0 1.73638394235718
5 0 1.5761601898369
6 0 1.78380019045805
7 0 1.4561491135795
8 0 1.88807751721722
9 0 2.02189713584503
10 0 1.43481638228011
11 0 1.93124163974609
12 0 1.88173908740626
13 0 2.01104851492611
14 0 1.92325052512362
15 0 1.73723862119148
16 0 1.82370701155234
17 0 1.99297726497615
18 0 2.04132586561516
19 0 1.88743808511962
20 0 1.63409076207686
21 1 1.38102299624187
22 1 1.5069720462342
23 1 1.83192293217749
24 1 1.77305631222158
25 1 1.31287870235592
26 1 1.54821369117372
27 1 1.48208274682188
28 1 1.68480313294191
29 1 1.53405192333946
30 1 1.62409943396719
31 1 1.99880318101679
32 1 1.5376879017148
33 1 1.56957443963652
34 1 1.68854703344097
35 1 1.37853428512126
36 1 1.71776701930811
37 1 1.24846761383963
38 1 1.3651240122899
39 1 1.56535741973595
40 1 1.38140101626129
