model flag error
1 1 0.980669571184194
2 1 0.978008133982008
3 1 0.981158509095854
4 1 0.982630630175278
5 1 0.980529495541973
6 1 0.979548966046432
7 1 0.980389419899753
8 1 0.978428360908669
9 1 0.980037825476099
10 1 0.98361115967082
11 1 0.982490554533057
12 1 0.977447831413128
13 1 0.982910781459718
14 1 0.984031386597481
15 1 0.980669571184194
16 1 0.982210403248617
17 1 0.979268814761991
18 1 0.97898866347755
19 1 0.979969192973092
20 1 0.972965410862078
21 0 0.979128739119771
22 0 0.975346696779823
23 0 0.979128739119771
24 0 0.976887528844246
25 0 0.978008133982008
26 0 0.976467301917585
27 0 0.980529495541973
28 0 0.979128739119771
29 0 0.97884858783533
30 0 0.976607377559806
