model flag error
1 1 1.54649766892502
2 1 1.55084337807012
3 1 1.56848953536909
4 1 1.55757111292955
5 1 1.56035001662173
6 1 1.55806782157039
7 1 1.50250854379511
8 1 1.55970963768658
9 1 1.54019987457802
10 1 1.5421182537631
11 1 1.57407770210819
12 1 1.56685115395826
13 1 1.55560200061185
14 1 1.5203096203741
15 1 1.56328650026332
16 1 1.54883435127596
17 1 1.57094892774371
18 1 1.55692332646315
19 1 1.55468676722783
20 1 1.5758724955523
21 0 1.53525935067201
22 0 1.52450924015047
23 0 1.5079356828113
24 0 1.54304280497884
25 0 1.57633118993007
26 0 1.61029243482803
27 0 1.58195186696528
28 0 1.5705363030968
29 0 1.60402020758897
30 0 1.49939251194209
