model flag error
1 0 0.991808410930527
2 0 0.992526735905284
3 0 0.99417742109557
4 0 0.993567300020688
5 0 0.991773165272239
6 0 0.993384295400255
7 0 0.992163334903226
8 0 0.99139735206496
9 0 0.992568005513281
10 0 0.992958403691961
11 1 0.994440214903895
12 1 0.99547028207438
13 1 0.994376341548241
14 1 0.995009860959338
15 1 0.995187695932681
