model flag error
1 1 1.2450963208093
2 1 1.24226848743081
3 1 1.05347766151979
4 1 1.23465630689069
5 1 1.16486182627643
6 1 1.23700745967814
7 1 0
8 1 1.19404516636719
9 1 0
10 1 1.22811616562076
11 1 1.31622886469545
12 1 1.06548184708318
13 1 1.12861386815188
14 1 1.26051756664369
15 1 1.17937380006554
16 1 0
17 1 1.22726979098063
18 1 1.2384768391228
19 1 1.21541135388448
20 1 1.28200588267251
21 0 1.13524747017391
22 0 1.21701007141618
23 0 1.06720970342377
24 0 1.10415078312569
25 0 1.16904489908418
26 0 1.24159772764002
27 0 1.22047092230553
28 0 1.15032183621247
29 0 0
30 0 0
31 0 1.21524835072066
32 0 0
33 0 1.24309280778004
34 0 1.20666076691672
35 0 1.22492275407189
36 0 1.25271221159976
37 0 1.18899833935941
38 0 1.32462353770681
39 0 1.18556474411578
40 0 1.17336632672039
