model flag error
1 0 0.840212110642113
2 0 0.833245219985153
3 0 0.833862900738016
4 0 0.840212110642113
5 0 0.844444917244844
6 0 0.833862900738016
7 0 0.844444917244844
8 0 0.850794127148941
9 0 0.84656132054621
10 0 0.825397287532554
11 1 0.855026933751672
12 1 0.848677723847575
13 1 0.852910530450306
14 1 0.850794127148941
15 1 0.855026933751672
16 1 0.860773016325196
17 1 0.852910530450306
18 1 0.84656132054621
19 1 0.848677723847575
20 1 0.855026933751672
