model flag error
1 1 0.967429376741493
2 1 0.970087462525687
3 1 0.969462888522335
4 1 0.970070107178464
5 1 0.969839655285099
6 1 0.968554748568341
7 1 0.968898231304596
8 1 0.970625298336543
9 1 0.969601122742858
10 1 0.968541299999667
11 1 0.968962725588808
12 1 0.968118033260183
13 1 0.969260307408229
14 1 0.969147619387583
15 1 0.969103892945968
16 1 0.969643569907168
17 1 0.969168765882506
18 1 0.96622932445297
19 1 0.970717367261989
20 1 0.969415708328196
21 0 0.966094666399653
22 0 0.968122581712534
23 0 0.969409741348509
24 0 0.968253604149381
25 0 0.964073588288424
26 0 0.964936389198622
27 0 0.96444610816393
28 0 0.964353550382378
29 0 0.965313980855901
30 0 0.968081824237638
