model flag error
1 0 1.95327286757495
2 0 1.90221642317727
3 0 1.95241416114096
4 0 1.90906488980558
5 0 1.80951976751201
6 0 1.93850227762406
7 0 1.94556028067274
8 0 1.92103285831201
9 0 1.83811347738096
10 0 1.90710015362781
11 1 2.11380522124248
12 1 2.07502109756199
13 1 2.05918155364565
14 1 2.11230480464682
15 1 2.12857884538965
16 1 2.09778132635177
17 1 2.09304396463754
18 1 2.1040990880644
19 1 2.12658443262421
20 1 2.07604104044011
