model flag error
1 0 1.39773760057239
2 0 1.40392772292513
3 0 1.39755886741576
4 0 1.39633152499617
5 0 1.39990428499692
6 0 1.39666040502023
7 0 1.41313032751015
8 0 1.42012196338383
9 0 1.4017560795913
10 0 1.40137450218028
11 0 1.41385242867517
12 0 1.40557546214703
13 0 1.40316214017676
14 0 1.39989689610596
15 0 1.40531416555124
16 0 1.39641824755484
17 0 1.40863338096601
18 0 1.40836749712327
19 0 1.40063050001641
20 0 1.40853739642095
21 1 1.39236588846155
22 1 1.39636239513879
23 1 1.39114078537236
24 1 1.38531514282663
25 1 1.38334787593677
26 1 1.38428073747943
27 1 1.40029609387869
28 1 1.39114781035963
29 1 1.38660735958407
30 1 1.38503179812613
31 1 1.38678391417951
32 1 1.37941274571487
33 1 1.38861010328874
34 1 1.39955377276583
35 1 1.38744494124262
36 1 1.39532443392323
37 1 1.38555215354729
38 1 1.38692344148745
39 1 1.40108237474274
40 1 1.40746240882221
