model flag error
1 0 1.19415555186067
2 0 1.23592040285891
3 0 1.21531176420313
4 0 1.2356955418469
5 0 1.26152282637119
6 0 1.22262104011052
7 0 1.22393137464464
8 0 1.21128435515809
9 0 1.23806507298796
10 0 1.18160596863025
11 0 1.32033255675447
12 0 1.21796921045398
13 0 1.26181469607496
14 0 1.27602496716228
15 0 1.24290380550764
16 0 1.2037275882319
17 0 1.24558266079515
18 0 1.24235404539781
19 0 1.19440605722361
20 0 1.30776575372996
21 1 1.22989805091037
22 1 1.18776631340817
23 1 1.22680660434565
24 1 1.19080141358301
25 1 1.22811393261344
26 1 1.16316676833012
27 1 1.14894615477408
28 1 1.22284609263585
29 1 1.18199486388314
30 1 1.1857998364887
31 1 1.22138194282137
32 1 1.17590173922009
33 1 1.17035498708149
34 1 1.23569329277068
