model flag error
1 0 0.894111301063764
2 0 0.889574507370524
3 0 0.887759789893228
4 0 0.899061001309305
5 0 0.896783312773141
6 0 0.892972233228825
7 0 0.890350752431951
8 0 0.892115111838738
9 0 0.892296583586468
10 0 0.890018181800141
11 0 0.898698074272748
12 0 0.888021811490231
13 0 0.895331472946735
14 0 0.892478055334197
15 0 0.8868019139666
16 0 0.891570696595549
17 0 0.888979673706209
18 0 0.891258070023342
19 0 0.893203942325116
20 0 0.896107490288789
21 1 0.892115111838738
22 1 0.89406111309863
23 1 0.894292772811493
24 1 0.885894514075096
25 1 0.893435632242681
26 1 0.887346353901502
27 1 0.893748357568305
28 1 0.889211563875064
29 1 0.894111301063764
30 1 0.890118922613712
31 1 0.892972233228825
32 1 0.891802460578177
33 1 0.896157585016853
34 1 0.893203942325116
35 1 0.895694432903337
36 1 0.892346851133011
37 1 0.891076606505064
38 1 0.892659527081927
39 1 0.890118922613712
40 1 0.897609293163079
