model flag error
1 1 1.81769580072587
2 1 1.70319573914498
3 1 1.79690861269261
4 1 1.80350730751667
5 1 1.76578202093437
6 1 1.66801753593409
7 1 1.84853178262395
8 1 1.81062117350494
9 1 1.77679104472971
10 1 1.7565602302853
11 1 1.82263035361987
12 1 1.7632841834358
13 1 1.74297751670719
14 1 1.76145030038934
15 1 1.76964888804855
16 1 1.92616846168459
17 1 1.79004323569593
18 1 1.75081086064002
19 1 1.81615023722464
20 1 1.84588703673663
21 0 1.99602625582389
22 0 1.97445049519103
23 0 1.99188451194435
24 0 2.01534359665008
25 0 2.04453019330808
26 0 2.01787977170925
27 0 1.95980506410503
28 0 2.06515557794602
29 0 2.01823693744402
30 0 2.01521245063684
31 0 2.03273344056563
32 0 1.99307488693538
33 0 2.0128595004459
34 0 2.05237622416745
35 0 2.00101557755021
36 0 1.98094470429577
37 0 2.01870179803138
38 0 1.98543918363282
39 0 2.00651676075031
40 0 2.03043645820525
