model flag error
1 0 1.03306998949024
2 0 1.02017837715473
3 0 1.02681436868698
4 0 1.01223751750309
5 0 0.993036207128353
6 0 1.03802258444244
7 0 1.01208914482885
8 0 0.992221202292622
9 0 0.984011716845644
10 0 1.04663379582524
11 1 0.87574186560972
12 1 0.861819540245225
13 1 0.878133868280282
14 1 0.856276438077845
15 1 0.838180218238109
16 1 0.871214068753586
17 1 0.864335757063203
18 1 0.859498788667523
19 1 0.884361542158683
20 1 0.877496815974782
