model flag error
1 1 1.52324856852454
2 1 1.54525135197553
3 1 1.55657425028576
4 1 1.54465834671887
5 1 1.54155480130633
6 1 1.54812136528999
7 1 1.49748113883899
8 1 1.54981054004608
9 1 1.51931110625241
10 1 1.52112026529739
11 1 1.55753261946916
12 1 1.54360251533991
13 1 1.54381330048622
14 1 1.5100826778305
15 1 1.55509707005831
16 1 1.53036682958153
17 1 1.55394321337852
18 1 1.55736586216432
19 1 1.54727566354945
20 1 1.57815900397254
21 0 1.51258429366247
22 0 1.51004233240216
23 0 1.48368937310684
24 0 1.51861879528631
25 0 1.56074279714075
26 0 1.58003702538042
27 0 1.55639091827456
28 0 1.54885942383256
29 0 1.57669028911695
30 0 1.50388751593765
