# istep -- Max |p_i| -- Sum |p_i| -- Sum |x_i| -- Sum |p_i| cos(p_i,F_i) -- rho
     100      0.000002      0.000818      2.633017      0.000018      4.450620
     200      0.000002      0.000829      2.310652      0.000008      4.410620
     300      0.000003      0.000823      2.136772      0.000005      4.370620
     400      0.000002      0.000628      2.085353      0.000002      4.330620
     500      0.000000      0.000052      1.950852      0.000000      4.290620
     600      0.000003      0.000777      1.900541     -0.000003      4.250620
     700      0.000003      0.000698      1.883333     -0.000004      4.210620
     800      0.000000      0.000065      1.742211     -0.000001      4.170620
     900      0.000003      0.000796      1.709457      0.000006      4.130620
    1000      0.000000      0.000013      1.698110     -0.000000      4.090620
    1100      0.000000      0.000093      1.668357     -0.000000      4.050620
    1200      0.000000      0.000102      1.612727      0.000001      4.010620
    1300      0.000000      0.000046      1.673354     -0.000000      3.970620
    1400      0.000001      0.000363      1.507622     -0.000000      3.930620
    1500      0.000002      0.000501      1.579027      0.000004      3.890620
    1600      0.000000      0.000041      1.590357      0.000001      3.850620
    1700      0.000002      0.000488      1.632004      0.000010      3.810620
    1800      0.000001      0.000160      1.568561      0.000001      3.770620
    1900      0.000001      0.000331      1.625066     -0.000001      3.730620
    2000      0.000001      0.000170      1.597935     -0.000001      3.690620
    2100      0.000000      0.000126      1.567709      0.000002      3.650620
    2200      0.000000      0.000092      1.547579      0.000001      3.610620
    2300      0.000002      0.000488      1.579383     -0.000009      3.570620
    2400      0.000000      0.000081      1.627203     -0.000001      3.530620
    2500      0.000001      0.000230      1.590351      0.000000      3.490620
    2600      0.000000      0.000060      1.565657      0.000000      3.450620
    2700      0.000001      0.000358      1.654670      0.000003      3.410620
    2800      0.000002      0.000579      1.560527      0.000009      3.370620
    2900      0.000000      0.000100      1.580245      0.000002      3.330620
    3000      0.000002      0.000517      1.633110      0.000006      3.290620
    3100      0.000001      0.000365      1.535002      0.000004      3.250620
    3200      0.000003      0.000649      1.538839     -0.000010      3.210620
    3300      0.000002      0.000432      1.568909      0.000003      3.170620
    3400      0.000000      0.000107      1.514894     -0.000001      3.130620
    3500      0.000001      0.000243      1.549391     -0.000003      3.090620
    3600      0.000000      0.000029      1.565036     -0.000001      3.050620
    3700      0.000002      0.000411      1.569620     -0.000006      3.010620
    3800      0.000003      0.000728      1.555093      0.000008      2.970620
    3900      0.000001      0.000228      1.627069      0.000005      2.930620
    4000      0.000003      0.000818      1.640039      0.000019      2.890620
    4100      0.000003      0.000748      1.599733      0.000010      2.850620
    4200      0.000001      0.000186      1.587318      0.000003      2.810620
    4300      0.000002      0.000443      1.591738     -0.000003      2.770620
    4400      0.000000      0.000030      1.540787      0.000000      2.730620
    4500      0.000002      0.000460      1.513987      0.000001      2.690620
    4600      0.000000      0.000089      1.607080     -0.000002      2.650620
    4700      0.000000      0.000041      1.547605      0.000000      2.610620
    4800      0.000003      0.000593      1.557148     -0.000012      2.570620
    4900      0.000000      0.000028      1.590406      0.000000      2.530620
    5000      0.000000      0.000032      1.602873     -0.000000      2.490620
