# istep -- Max |p_i| -- Sum |p_i| -- Sum |x_i| -- Sum |p_i| cos(p_i,F_i) -- rho
     100      0.000007      0.001826      2.998466      0.000032      3.925582
     200      0.000001      0.000246      2.709256      0.000003      3.885582
     300      0.000001      0.000368      2.304732      0.000003      3.845582
     400      0.000003      0.000650      2.145531      0.000010      3.805582
     500      0.000001      0.000241      2.012997     -0.000005      3.765582
     600      0.000003      0.000777      1.932447      0.000001      3.725582
     700      0.000000      0.000006      1.827209     -0.000000      3.685582
     800      0.000002      0.000504      1.848371      0.000014      3.645582
     900      0.000001      0.000333      1.776192      0.000004      3.605582
    1000      0.000002      0.000392      1.852093      0.000008      3.565582
    1100      0.000000      0.000056      1.727269     -0.000000      3.525582
    1200      0.000004      0.001013      1.702375      0.000003      3.485582
    1300      0.000001      0.000152      1.754263     -0.000002      3.445582
    1400      0.000000      0.000091      1.642920     -0.000001      3.405582
    1500      0.000002      0.000438      1.619629     -0.000004      3.365582
    1600      0.000001      0.000220      1.667091     -0.000003      3.325582
    1700      0.000003      0.000904      1.688538      0.000001      3.285582
    1800      0.000001      0.000400      1.688246     -0.000007      3.245582
    1900      0.000003      0.000971      1.689675      0.000007      3.205582
    2000      0.000002      0.000631      1.666204      0.000006      3.165582
    2100      0.000001      0.000173      1.694587      0.000000      3.125582
    2200      0.000001      0.000309      1.631256      0.000008      3.085582
    2300      0.000001      0.000319      1.451571     -0.000002      3.045582
    2400      0.000001      0.000241      1.559447      0.000005      3.005582
    2500      0.000001      0.000157      1.632777      0.000001      2.965582
    2600      0.000004      0.000978      1.584256      0.000008      2.925582
    2700      0.000001      0.000124      1.647044     -0.000001      2.885582
    2800      0.000001      0.000215      1.623376      0.000002      2.845582
    2900      0.000001      0.000180      1.624873      0.000003      2.805582
    3000      0.000001      0.000228      1.598660      0.000001      2.765582
    3100      0.000002      0.000342      1.543440     -0.000005      2.725582
    3200      0.000002      0.000404      1.574643     -0.000010      2.685582
    3300      0.000001      0.000246      1.607027     -0.000005      2.645582
    3400      0.000005      0.001044      1.532913     -0.000012      2.605582
    3500      0.000002      0.000348      1.586788      0.000005      2.565582
    3600      0.000006      0.001021      1.560819     -0.000028      2.525582
    3700      0.000002      0.000395      1.567527      0.000005      2.485582
    3800      0.000000      0.000004      1.496910      0.000000      2.445582
    3900      0.000012      0.002108      1.631984     -0.000013      2.405582
    4000      0.000003      0.000565      1.620014      0.000001      2.365582
    4100      0.000004      0.000619      1.613018     -0.000008      2.325582
    4200      0.000007      0.001182      1.594898      0.000012      2.285582
    4300      0.000009      0.001532      1.638094      0.000001      2.245582
    4400      0.000006      0.000992      1.586166      0.000000      2.205582
    4500      0.000006      0.000947      1.571206      0.000028      2.165582
    4600      0.000007      0.001201      1.630376      0.000004      2.125582
