# istep -- Max |p_i| -- Sum |p_i| -- Sum |x_i| -- Sum |p_i| cos(p_i,F_i) -- rho
     100      0.000010      0.002899      6.606838      0.000190      1.329676
     200      0.000015      0.004442      5.404351      0.000213      1.289676
     300      0.000012      0.003341      4.554121      0.000096      1.249676
     400      0.000012      0.003569      4.026122      0.000154      1.209676
     500      0.000012      0.003541      3.496074      0.000078      1.169676
     600      0.000002      0.000607      3.199895      0.000016      1.129676
     700      0.000021      0.005360      2.907602     -0.000074      1.089676
     800      0.000014      0.003538      2.716065      0.000070      1.049676
     900      0.000040      0.009530      2.685990     -0.000216      1.009676
    1000      0.000040      0.008158      2.535075     -0.000244      0.969676
    1100      0.000048      0.008806      2.555713     -0.000383      0.929676
    1200      0.000052      0.009347      2.337179     -0.000384      0.889676
    1300      0.000043      0.007595      2.235573     -0.000272      0.849676
    1400      0.000044      0.008118      2.211755     -0.000501      0.809676
    1500      0.000057      0.011295      2.176261     -0.000333      0.769676
    1600      0.000072      0.014457      2.258720     -0.000835      0.729676
    1700      0.000052      0.009862      2.183563     -0.000339      0.689676
    1800      0.000087      0.015392      2.251286     -0.000876      0.649676
    1900      0.000100      0.016264      2.218480     -0.001344      0.609676
    2000      0.000129      0.019340      2.204797     -0.001549      0.569676
    2100      0.000143      0.019955      2.199999     -0.001536      0.529676
    2200      0.000167      0.022682      2.169355     -0.002123      0.489676
    2300      0.000171      0.024849      2.215681     -0.002100      0.449676
    2400      0.000214      0.029001      2.209529     -0.003108      0.409676
    2500      0.000242      0.032869      2.233069     -0.004604      0.369676
    2600      0.000228      0.032037      2.266966     -0.003863      0.329676
    2700      0.000233      0.034820      2.297830     -0.003559      0.289676
    2800      0.000224      0.035502      2.344883     -0.003077      0.249676
    2900      0.000260      0.043563      2.318541     -0.004438      0.209676
    3000      0.000368      0.059759      2.380630     -0.007235      0.169676
    3100      0.000838      0.094491      2.533748     -0.017191      0.129676
    3200      0.002059      0.179631      2.884611     -0.045186      0.089676
    3300      0.012371      0.507478      3.866646     -0.133574      0.049676
